city,date,fare,ride_id
New Kimberlyborough,1/27/19 14:49,23.09,5580000000000
Carriemouth,2/26/19 5:24,19.05,1950000000000
West Samuelburgh,2/5/19 21:02,31.94,6730000000000
Martinezhaven,2/17/19 21:48,34.27,234000000000
North Barbara,4/30/19 5:22,28.89,3280000000000
Valentineton,2/8/19 19:05,36.23,6670000000000
West Robert,2/9/19 5:16,26.1,18586563147
Roberthaven,4/7/19 16:53,13.4,4900000000000
West Gabriel,4/20/19 5:31,23.69,4910000000000
Karenberg,2/18/19 19:28,44.08,7220000000000
Rogerston,3/8/19 3:46,17.81,8560000000000
West Angela,1/12/19 1:55,20.46,5240000000000
New Kimberlyborough,4/1/19 12:09,10.76,9130000000000
Justinberg,2/20/19 15:05,31.31,9200000000000
South Michelleport,1/2/19 0:56,37.34,7660000000000
South Evanton,1/11/19 11:02,39.99,9390000000000
Johnton,4/11/19 13:41,33.12,7230000000000
Grahamburgh,4/3/19 13:27,5.09,8560000000000
Rogerston,2/16/19 2:04,20.64,8150000000000
South Karenland,4/21/19 11:42,7.44,3550000000000
North Barbara,3/8/19 9:24,29.15,96327208793
Jerryton,3/20/19 1:28,15.37,932000000000
West Christopherberg,4/25/19 6:22,35.39,7480000000000
South Jack,2/13/19 9:20,32.64,881000000000
Port Samanthamouth,1/28/19 23:59,15.49,3270000000000
New Paulton,3/29/19 19:12,43.79,7070000000000
Carriemouth,4/18/19 17:01,37.63,7740000000000
North Jasmine,2/27/19 1:34,35.31,9250000000000
Rogerston,1/16/19 8:38,31.34,132000000000
Port David,2/3/19 1:11,21.2,571000000000
Williamsview,4/11/19 20:41,33.68,2740000000000
South Evanton,4/26/19 4:37,42.99,4020000000000
South Evanton,3/25/19 15:50,23.48,4600000000000
Port David,4/7/19 23:44,39.51,5960000000000
West Christopherberg,2/8/19 23:04,14.22,3730000000000
New Paulton,3/19/19 23:42,40.2,8200000000000
Leahton,2/4/19 8:07,15.37,9590000000000
Valentineton,4/28/19 9:10,5.73,211000000000
Port David,3/14/19 9:28,9.22,3640000000000
West Robert,2/12/19 1:20,14.8,8060000000000
Valentineton,1/2/19 1:46,34.79,6360000000000
Port Johnbury,2/20/19 4:27,27.1,3560000000000
Richardfort,3/4/19 22:13,14.83,9470000000000
Karenberg,1/8/19 13:51,9.5,1450000000000
West Robert,3/14/19 15:25,18.28,4580000000000
New Paulville,2/15/19 23:58,28.18,2040000000000
West Patrickchester,5/3/19 1:24,44.85,9420000000000
Loganberg,4/3/19 9:30,5.16,9230000000000
Pattyland,5/2/19 20:17,4.23,166000000000
West Christopherberg,2/20/19 15:23,26.9,1240000000000
Leahton,2/5/19 18:06,8.38,5900000000000
Richardfort,3/28/19 19:33,7.75,5540000000000
West Anthony,3/11/19 12:23,41.37,1130000000000
East Kaylahaven,4/17/19 0:28,41.19,632000000000
Williamsstad,4/1/19 17:37,16.83,1520000000000
South Phillip,2/12/19 22:04,23.69,3670000000000
West Samuelburgh,1/18/19 10:57,16.96,3940000000000
Royland,3/24/19 10:24,10.05,2960000000000
Justinberg,1/24/19 10:16,8.83,1860000000000
Karenberg,1/30/19 10:51,8.79,3830000000000
North Markport,4/9/19 14:55,20.23,2580000000000
Roberthaven,3/17/19 14:48,26.71,9350000000000
Royland,1/11/19 14:23,43.07,758000000000
Hurleymouth,1/31/19 2:49,19.23,9540000000000
Roberthaven,4/22/19 4:12,31.29,4100000000000
Grahamburgh,3/16/19 10:03,30.66,4740000000000
Johnton,4/26/19 17:02,4.63,3440000000000
Huntermouth,5/7/19 8:47,25.83,962000000000
Pattyland,3/19/19 20:41,18.17,9390000000000
West Robert,4/16/19 16:16,25.65,3600000000000
Leahton,4/13/19 10:54,18.25,6160000000000
Port Frank,4/18/19 0:39,33.73,2260000000000
Port Frank,2/28/19 7:39,33.83,1260000000000
West Josephberg,3/8/19 21:57,9.54,8120000000000
Grahamburgh,2/8/19 13:28,10.63,3650000000000
Williamsstad,5/6/19 19:34,26.43,8990000000000
North Barbara,3/27/19 9:44,33.4,5620000000000
South Phillip,4/17/19 18:42,42.3,1300000000000
Erikaland,2/5/19 4:51,14.13,9880000000000
Port Samanthamouth,1/19/19 19:54,38.58,2630000000000
North Jasmine,4/21/19 15:15,5.31,2980000000000
West Gabriel,4/27/19 0:34,37.74,7640000000000
Rodneyfort,2/6/19 11:01,27.87,9790000000000
New Paulton,4/27/19 23:26,19.06,200000000000
Hurleymouth,4/22/19 2:31,9.14,5560000000000
South Phillip,3/2/19 7:23,30.62,4980000000000
West Ericstad,1/25/19 20:18,23.27,2130000000000
Port Samanthamouth,3/20/19 5:48,36.7,819000000000
West Josephberg,1/17/19 5:32,7.87,2300000000000
Port Angela,3/10/19 19:24,43.18,1890000000000
West Gabriel,4/25/19 14:28,10.86,8500000000000
Hurleymouth,2/15/19 2:10,42.61,9950000000000
Jerryton,4/18/19 6:08,42.8,2660000000000
Lake Danielberg,2/9/19 19:09,10.62,9240000000000
South Phillip,1/14/19 18:26,41.66,2770000000000
West Robert,3/28/19 15:00,35.88,2850000000000
New Kimberlyborough,4/28/19 12:48,33.35,9500000000000
New Paulville,5/2/19 18:20,12.08,616000000000
West Josephberg,4/30/19 14:45,40.08,5410000000000
Erikaland,3/17/19 16:51,39.58,6420000000000
North Madeline,4/8/19 20:26,25.79,9440000000000
West Heidi,4/6/19 21:40,23.41,9790000000000
Reynoldsfurt,2/2/19 2:52,29.07,1860000000000
South Latoya,1/18/19 6:04,5.69,701000000000
Amandaburgh,3/7/19 2:26,18.76,3420000000000
West Josephberg,1/20/19 1:27,38.39,4400000000000
Lake Jonathanshire,1/29/19 0:19,41.05,6650000000000
West Anthony,4/18/19 23:10,31.16,8480000000000
Raymondhaven,4/6/19 13:52,30.36,8730000000000
Hurleymouth,1/11/19 12:59,37.44,7880000000000
Roberthaven,1/28/19 10:23,21.72,7330000000000
New Paulville,4/29/19 23:05,14.59,3630000000000
Robertport,3/26/19 22:47,13.34,5450000000000
Port Frank,1/19/19 13:08,4.86,5080000000000
Rogerston,3/26/19 4:27,13.97,2820000000000
Liumouth,1/16/19 21:55,6.02,3850000000000
Lake Danielberg,1/21/19 12:52,14.09,9570000000000
West Josephberg,3/21/19 15:44,6.13,2300000000000
Leahton,1/15/19 2:30,21.95,1800000000000
Huntermouth,4/3/19 7:02,29.88,8970000000000
Lake Danielberg,5/3/19 15:35,19.97,554000000000
Loganberg,2/21/19 13:09,7.49,641000000000
North Madeline,2/16/19 15:06,37.75,1450000000000
Hurleymouth,4/9/19 9:17,20.31,2510000000000
Port Johnbury,3/30/19 20:43,19.48,5140000000000
Royland,5/7/19 14:58,36.22,2540000000000
Richardfort,2/14/19 3:27,44.11,2500000000000
Johnton,1/25/19 13:17,28.14,7110000000000
North Jason,4/12/19 6:19,33.12,1710000000000
South Phillip,1/5/19 17:50,41.55,8830000000000
Reynoldsfurt,1/21/19 16:07,25.19,1030000000000
West Ericstad,4/12/19 12:08,27.69,4570000000000
Richardfort,4/27/19 11:59,30.31,6110000000000
West Heidi,4/22/19 0:38,8.89,5410000000000
Johnton,3/4/19 10:30,36.76,3270000000000
West Angela,1/2/19 9:28,19.81,9740000000000
Leahton,2/28/19 20:02,31.01,2120000000000
Johnton,4/11/19 14:40,16.63,7250000000000
Port David,1/21/19 2:29,32.92,858000000000
New Kimberlyborough,4/1/19 4:31,35.11,8280000000000
Port Frank,2/26/19 5:03,25.18,7280000000000
Barajasview,1/24/19 5:58,9.21,1840000000000
South Phillip,4/21/19 10:31,32.85,2750000000000
North Jasmine,4/3/19 13:15,19.66,9210000000000
New Kimberlyborough,3/13/19 9:48,14.84,1840000000000
North Jasmine,1/5/19 16:39,26.72,3670000000000
Reynoldsfurt,2/13/19 10:29,7.43,5240000000000
North Barbara,5/5/19 15:15,38.15,256000000000
South Karenland,4/23/19 9:19,12.34,9190000000000
North Jasmine,4/17/19 7:34,22.41,4200000000000
East Kaylahaven,2/16/19 21:02,34.42,8000000000000
West Samuelburgh,3/7/19 20:34,34.22,1130000000000
Richardfort,3/3/19 11:57,11.42,2920000000000
West Heidi,2/19/19 21:08,7.64,8970000000000
Raymondhaven,5/8/19 4:39,18.45,1810000000000
North Markport,4/29/19 11:39,19.8,1840000000000
New Paulton,2/17/19 8:20,37.44,7430000000000
Karenside,1/25/19 3:33,19.6,4720000000000
South Jack,3/3/19 9:00,29.88,2150000000000
South Michelleport,1/20/19 5:30,34.72,6390000000000
North Jason,4/1/19 14:43,40.45,1100000000000
Joneschester,1/26/19 19:19,13.77,6680000000000
Amandaburgh,1/2/19 9:57,33.06,6330000000000
North Jason,3/28/19 18:03,42.75,4270000000000
Roberthaven,1/28/19 22:09,28.11,6230000000000
South Karenland,2/13/19 3:55,24.16,3270000000000
Rogerston,1/23/19 18:16,21.64,3850000000000
Robertport,2/14/19 4:42,18.38,9070000000000
West Samuelburgh,1/6/19 13:23,11.01,73344113439
New Paulton,4/6/19 16:21,38.8,8520000000000
Port Johnbury,4/12/19 3:43,8.42,39663640391
South Karenland,5/3/19 16:09,19.69,2540000000000
Liumouth,3/22/19 20:35,39.96,6160000000000
South Evanton,4/29/19 13:54,5.16,315000000000
Huntermouth,4/20/19 9:38,23.65,3500000000000
Simpsonburgh,4/26/19 22:20,29.22,4450000000000
Valentineton,2/17/19 5:51,21.74,4880000000000
Deanville,1/12/19 7:32,39.45,420000000000
South Karenland,4/27/19 16:20,6.62,9440000000000
Lake Jonathanshire,3/22/19 14:33,18.72,4680000000000
East Kaylahaven,3/1/19 15:07,23.45,3220000000000
Port David,4/12/19 5:32,35.51,2990000000000
West Gabriel,1/30/19 15:37,25.64,3460000000000
South Evanton,2/13/19 16:46,44.33,3930000000000
Richardfort,1/13/19 10:08,25.81,9110000000000
North Madeline,4/4/19 6:42,25.38,6910000000000
South Evanton,4/6/19 16:41,9.3,1040000000000
Royland,2/18/19 2:03,8.32,5210000000000
Hurleymouth,1/7/19 15:53,20.01,4460000000000
West Anthony,4/8/19 6:21,20.83,9580000000000
Martinezhaven,2/14/19 2:51,27.16,2200000000000
North Jasmine,1/21/19 21:00,33.06,4260000000000
Carriemouth,4/15/19 8:00,40.03,2670000000000
Lake Scottton,1/21/19 4:20,21.81,294000000000
Hurleymouth,1/17/19 17:07,24.86,9300000000000
North Barbara,3/17/19 17:07,6.12,5480000000000
Royland,4/23/19 1:14,40.39,339000000000
North Jason,1/12/19 19:19,9.97,8000000000000
West Ericstad,1/27/19 4:30,29.05,7600000000000
Joneschester,3/13/19 6:10,27.79,1260000000000
North Madeline,5/3/19 0:07,16.44,212000000000
Loganberg,2/18/19 11:58,23.98,9370000000000
West Patrickchester,4/7/19 17:41,33.9,3860000000000
Justinberg,4/4/19 23:19,19.38,3730000000000
Lake Jonathanshire,4/16/19 20:26,32.47,1010000000000
Karenside,3/4/19 20:36,25.21,9110000000000
North Madeline,2/4/19 18:56,9.84,9480000000000
West Josephberg,3/30/19 1:27,25.19,7580000000000
West Christopherberg,5/1/19 12:39,39.8,5350000000000
Lake Scottton,4/19/19 21:32,37.67,5490000000000
Simpsonburgh,5/4/19 11:41,33.11,2860000000000
South Karenland,1/23/19 5:56,22.54,907000000000
South Evanton,2/26/19 6:48,7.81,742000000000
New Paulville,1/2/19 20:52,33.08,2370000000000
Carriemouth,3/8/19 9:53,37.81,7350000000000
North Madeline,3/1/19 4:34,20.8,1580000000000
West Heidi,1/17/19 9:28,24.19,8800000000000
Amandaburgh,1/13/19 16:04,23.35,9980000000000
Valentineton,3/6/19 4:48,38.88,2760000000000
South Phillip,3/23/19 16:36,40.07,2310000000000
West Angela,2/22/19 4:05,23.09,5990000000000
Erikaland,4/25/19 11:18,34.05,5670000000000
Loganberg,4/23/19 9:19,32.4,2450000000000
West Heidi,1/1/19 5:23,10.75,6570000000000
South Michelleport,1/27/19 13:10,30.16,3950000000000
Christopherfurt,3/15/19 10:22,34.09,1260000000000
North Markport,4/6/19 2:16,18.15,7270000000000
West Anthony,2/10/19 9:16,38.54,8950000000000
South Phillip,4/16/19 22:02,24.63,7860000000000
South Phillip,1/7/19 2:17,6.54,198000000000
Williamsview,3/2/19 22:23,25.15,5050000000000
Port Frank,1/5/19 18:22,35.35,1920000000000
West Angela,3/18/19 15:57,13.06,7210000000000
Liumouth,4/14/19 14:58,25.28,7890000000000
Port Frank,5/3/19 20:22,21.11,9060000000000
Jerryton,3/4/19 14:14,22.91,3500000000000
Richardfort,3/6/19 12:53,8.28,5130000000000
Lake Danielberg,1/14/19 22:04,24.14,7960000000000
South Evanton,1/17/19 2:00,34.55,3370000000000
Williamsview,1/25/19 0:47,41.17,4840000000000
South Jack,1/29/19 20:13,43.12,6050000000000
Justinberg,2/13/19 23:56,10.18,3140000000000
Liumouth,4/29/19 6:57,23.99,819000000000
South Jack,1/9/19 20:31,21.13,6060000000000
South Michelleport,3/29/19 8:33,11.06,9980000000000
Hurleymouth,2/23/19 1:34,31.97,1990000000000
West Samuelburgh,2/22/19 22:11,17.35,3940000000000
North Barbara,4/9/19 17:12,6.68,2540000000000
Royland,1/20/19 12:13,6.66,4290000000000
Lake Scottton,4/8/19 11:19,44.03,9050000000000
Raymondhaven,4/30/19 19:54,29.84,7630000000000
Lake Scottton,5/8/19 13:10,18.04,5620000000000
Martinezhaven,5/7/19 5:55,6.89,3270000000000
Lake Scottton,2/8/19 17:29,34.95,7930000000000
Richardfort,2/5/19 16:12,42.22,4050000000000
West Josephberg,4/11/19 3:53,18.65,6030000000000
New Paulville,3/5/19 15:43,23.75,9560000000000
South Phillip,5/7/19 2:52,36.51,2370000000000
South Karenland,3/22/19 4:17,15.54,1310000000000
Valentineton,1/22/19 2:15,17.74,6350000000000
South Evanton,5/7/19 12:30,34.03,3180000000000
Pattyland,4/19/19 12:57,4.55,6860000000000
Port Samanthamouth,3/15/19 9:03,5.62,6910000000000
East Kaylahaven,1/11/19 10:41,8.02,9780000000000
North Madeline,2/27/19 11:42,36.87,9530000000000
Richardfort,4/4/19 15:04,16.35,6080000000000
South Michelleport,2/11/19 8:12,28.03,3130000000000
Port Johnbury,1/21/19 5:10,32.68,277000000000
Liumouth,1/18/19 15:26,20.68,985000000000
South Evanton,4/8/19 1:01,5.62,1340000000000
Richardfort,3/5/19 16:00,4.85,3290000000000
New Jacobville,2/7/19 11:07,26.09,3520000000000
East Kaylahaven,2/4/19 2:25,38.13,2890000000000
Williamsstad,1/20/19 18:47,18.79,5020000000000
Lake Jonathanshire,4/11/19 19:49,25.92,8530000000000
Port Samanthamouth,4/25/19 3:29,9.44,4790000000000
South Karenland,3/30/19 1:56,20.21,2900000000000
West Christopherberg,3/10/19 22:42,7.98,5730000000000
Lake Scottton,3/29/19 13:33,35.36,3710000000000
East Kaylahaven,1/24/19 16:52,31.4,7430000000000
Raymondhaven,4/4/19 6:46,41.45,2890000000000
Port Frank,3/19/19 15:21,22.63,9910000000000
New Paulville,4/24/19 2:25,13.32,8560000000000
Karenberg,4/30/19 21:38,5.7,7640000000000
Barajasview,3/24/19 6:34,12.24,767000000000
North Jason,2/10/19 6:34,25.36,8590000000000
Barajasview,4/18/19 8:44,12.35,6120000000000
New Kimberlyborough,4/3/19 20:23,33.74,6330000000000
West Samuelburgh,1/31/19 17:10,9.67,8850000000000
West Heidi,3/21/19 0:26,9.06,6620000000000
Port Frank,1/16/19 22:42,11.97,8710000000000
West Samuelburgh,4/8/19 12:38,14.52,2480000000000
West Gabriel,5/1/19 4:34,8.67,426000000000
Loganberg,4/18/19 11:16,16.36,4730000000000
West Josephberg,5/7/19 10:11,29.66,262000000000
South Michelleport,2/2/19 11:56,12.77,1410000000000
Christopherfurt,4/14/19 3:24,39.91,253000000000
Justinberg,4/14/19 23:08,7.75,8860000000000
South Michelleport,3/12/19 9:06,25.1,7110000000000
West Angela,4/10/19 17:06,31.03,3520000000000
South Karenland,2/2/19 14:50,10.54,4510000000000
Carriemouth,5/4/19 10:28,41.54,1100000000000
Pattyland,1/9/19 8:20,41.04,3530000000000
West Samuelburgh,3/4/19 12:38,28.18,9680000000000
North Barbara,2/3/19 23:57,11.54,5810000000000
Jerryton,2/20/19 18:45,28.24,4150000000000
Leahton,3/6/19 20:26,14.87,3840000000000
North Jasmine,2/6/19 19:23,9.12,3930000000000
South Karenland,1/3/19 6:18,39.16,5490000000000
Grahamburgh,3/19/19 14:30,33.14,4380000000000
West Robert,3/29/19 4:22,17.53,8340000000000
Williamsview,2/18/19 2:31,18.75,4150000000000
Barajasview,1/4/19 9:32,12.25,1660000000000
Williamsview,1/1/19 14:40,5.42,5680000000000
West Ericstad,2/5/19 15:30,30.89,2460000000000
Lake Danielberg,1/5/19 17:44,28.79,9790000000000
Barajasview,3/29/19 1:02,29.55,3840000000000
Liumouth,3/3/19 5:13,26.6,4280000000000
West Patrickchester,3/6/19 0:02,31.33,2570000000000
Lake Scottton,1/13/19 13:34,24.81,396000000000
Liumouth,1/4/19 21:06,34.77,8500000000000
Williamsstad,1/3/19 10:03,17.16,28294640252
Lake Danielberg,2/4/19 17:32,24.49,860000000000
Justinberg,2/28/19 21:39,14.4,1130000000000
Jerryton,3/7/19 5:24,15.82,8110000000000
New Jacobville,3/12/19 14:47,28.12,3350000000000
Loganberg,1/3/19 6:49,34.42,238000000000
West Patrickchester,3/2/19 20:29,25.28,8920000000000
South Evanton,1/2/19 6:55,16.96,9410000000000
North Markport,5/4/19 15:30,28.93,1470000000000
Port Angela,4/2/19 22:13,25.84,8020000000000
Richardfort,4/14/19 11:56,43.01,7640000000000
Rogerston,1/27/19 19:45,13.4,9760000000000
East Kaylahaven,2/11/19 21:07,4.75,9780000000000
Raymondhaven,2/28/19 5:23,21.78,1850000000000
Loganberg,2/20/19 9:42,41.16,4360000000000
South Jack,2/17/19 9:55,18.08,3670000000000
West Ericstad,5/5/19 0:44,7.76,8380000000000
Port Frank,2/21/19 18:44,19.81,2190000000000
Simpsonburgh,1/23/19 20:35,39.95,1110000000000
Simpsonburgh,1/8/19 5:59,13.01,9410000000000
South Evanton,2/8/19 18:08,38.21,56240519093
Loganberg,3/30/19 21:22,40.8,3170000000000
New Paulville,3/8/19 15:08,18.35,3740000000000
East Kaylahaven,4/30/19 8:22,37.41,1760000000000
West Gabriel,1/31/19 2:31,6.8,1040000000000
South Phillip,3/15/19 8:24,22.28,6020000000000
Richardfort,1/21/19 23:20,10.91,3570000000000
Williamsview,3/22/19 22:31,15.85,8550000000000
West Patrickchester,2/16/19 2:15,12.15,9180000000000
North Jason,5/7/19 20:05,24.2,3920000000000
Karenberg,4/13/19 5:14,23.73,406000000000
East Kaylahaven,3/24/19 13:53,32.21,6710000000000
Lake Jonathanshire,4/9/19 21:41,15.96,577000000000
Williamsstad,3/12/19 11:08,13.79,5770000000000
Deanville,1/28/19 3:13,31.65,650000000000
South Latoya,2/25/19 23:06,25.87,4910000000000
South Karenland,2/26/19 13:01,38.05,445000000000
Justinberg,1/27/19 7:35,28.41,3490000000000
South Michelleport,4/21/19 15:29,36.47,3390000000000
Lake Jonathanshire,1/16/19 9:27,26.27,3270000000000
Jerryton,3/25/19 12:14,9.64,9480000000000
Grahamburgh,2/23/19 14:58,41.98,3690000000000
South Karenland,2/26/19 20:40,35.61,8410000000000
Johnton,4/29/19 7:50,17.89,1270000000000
Justinberg,1/24/19 19:32,38.79,1690000000000
Grahamburgh,2/2/19 3:52,22.53,6580000000000
North Markport,1/17/19 11:37,8.68,930000000000
Port Samanthamouth,1/1/19 21:04,11.71,1850000000000
West Angela,4/11/19 6:59,29.06,714000000000
Port David,3/3/19 11:38,13.41,6410000000000
Christopherfurt,2/23/19 8:31,15.61,8300000000000
Lake Scottton,2/27/19 7:09,9.43,8170000000000
Valentineton,1/3/19 5:56,37.4,4180000000000
Jerryton,2/19/19 13:59,21.27,2520000000000
Reynoldsfurt,3/21/19 17:25,11.97,9410000000000
Hurleymouth,2/24/19 15:39,8.33,2050000000000
South Latoya,3/13/19 1:15,16.01,2760000000000
North Jasmine,3/21/19 18:31,39.02,7930000000000
Richardfort,3/16/19 23:00,21.39,237000000000
Roberthaven,5/3/19 5:43,42.15,2590000000000
South Michelleport,1/5/19 5:57,39.9,6110000000000
Port Johnbury,1/15/19 18:45,40.32,2120000000000
Loganberg,1/31/19 15:03,20.36,1820000000000
Robertport,4/30/19 23:36,14.81,1470000000000
South Michelleport,2/27/19 2:00,10.4,6480000000000
New Jacobville,3/3/19 5:28,41.39,3090000000000
Martinezhaven,4/12/19 6:49,11.55,9310000000000
West Gabriel,4/8/19 21:34,13.31,8630000000000
South Jack,4/10/19 1:23,29.97,6130000000000
New Paulville,1/5/19 8:35,21.57,3710000000000
Royland,1/11/19 9:50,18.42,5580000000000
Roberthaven,1/15/19 21:25,30.42,5910000000000
Justinberg,3/12/19 16:33,24.41,3090000000000
West Angela,2/21/19 8:28,40.55,1830000000000
North Madeline,1/30/19 18:20,16.5,8650000000000
Port Angela,2/3/19 6:01,6.42,9470000000000
North Jason,3/30/19 6:31,12.04,6620000000000
West Patrickchester,4/18/19 11:41,29.12,8010000000000
North Jason,3/27/19 19:19,30.66,3370000000000
West Anthony,2/3/19 18:24,19.66,2910000000000
Liumouth,4/29/19 19:55,32.1,2700000000000
Martinezhaven,4/13/19 19:46,40.2,8860000000000
West Josephberg,1/12/19 12:45,5.77,5090000000000
Simpsonburgh,1/5/19 16:36,39.44,252000000000
New Paulville,1/5/19 17:16,44.68,3080000000000
Christopherfurt,2/4/19 12:11,41.12,808000000000
Johnton,3/15/19 21:16,30.27,1600000000000
South Jack,2/6/19 12:17,7.71,6330000000000
Joneschester,3/28/19 7:41,7.56,4610000000000
Lake Danielberg,2/23/19 13:51,9.25,8300000000000
Port Frank,1/18/19 11:45,19.98,4490000000000
Lake Jonathanshire,1/21/19 12:12,37.25,2970000000000
Rogerston,3/7/19 12:09,27.26,9450000000000
South Karenland,1/2/19 21:27,19.57,7270000000000
West Gabriel,1/15/19 18:25,11.71,3840000000000
West Gabriel,1/12/19 16:34,31.98,2990000000000
Robertport,3/17/19 22:50,14.61,8500000000000
West Christopherberg,4/3/19 12:01,33.03,1480000000000
Lake Scottton,4/2/19 21:10,43.2,3930000000000
West Christopherberg,2/7/19 1:24,10.91,3730000000000
West Anthony,4/18/19 8:11,11.2,3220000000000
Robertport,4/16/19 9:48,36.11,5890000000000
Erikaland,3/27/19 8:27,26.25,4810000000000
Williamsview,1/17/19 4:00,32.29,7450000000000
West Robert,1/30/19 11:32,43.02,7200000000000
Hurleymouth,2/6/19 0:10,32.93,4140000000000
New Paulton,2/21/19 2:37,27.56,3950000000000
Deanville,1/7/19 19:34,21.5,9420000000000
Karenside,1/12/19 1:28,37.73,1870000000000
New Paulton,3/12/19 13:53,38.26,79314274773
Port Samanthamouth,4/9/19 20:55,24.99,6740000000000
South Phillip,5/3/19 11:43,8.3,8580000000000
Lake Danielberg,2/6/19 4:11,29.96,2330000000000
Martinezhaven,2/6/19 10:58,40.29,4670000000000
Pattyland,4/12/19 11:58,28.65,6920000000000
Port Johnbury,2/5/19 16:04,7.44,3010000000000
Richardfort,3/22/19 4:41,16.35,5930000000000
Valentineton,2/17/19 19:23,37.19,5020000000000
Rodneyfort,4/19/19 9:46,35.79,9920000000000
West Christopherberg,4/19/19 4:53,22.86,9750000000000
Valentineton,3/8/19 7:57,43.59,5860000000000
New Jacobville,2/21/19 8:59,40.05,3020000000000
Joneschester,5/5/19 2:00,21.74,2730000000000
Johnton,1/14/19 10:53,19.68,8530000000000
West Heidi,1/29/19 8:17,38.68,4820000000000
West Christopherberg,4/11/19 14:46,4.88,7740000000000
West Angela,3/17/19 9:42,23.45,7770000000000
South Evanton,1/9/19 15:10,40.73,6530000000000
West Gabriel,1/23/19 5:22,40.17,9160000000000
Carriemouth,4/5/19 2:03,38.17,8160000000000
West Ericstad,3/18/19 15:28,23.62,6210000000000
North Jasmine,4/22/19 15:53,6.49,1620000000000
Martinezhaven,4/30/19 0:42,36.07,1520000000000
West Gabriel,2/17/19 7:39,17.03,4390000000000
Liumouth,3/6/19 4:42,37.4,602000000000
Roberthaven,5/2/19 21:36,21.8,3460000000000
West Angela,2/21/19 12:29,27.68,792000000000
West Robert,2/1/19 11:37,30.94,218000000000
Carriemouth,4/27/19 20:41,8.28,452000000000
North Jason,1/8/19 23:32,10.74,1780000000000
West Angela,4/13/19 21:50,28.75,3700000000000
Reynoldsfurt,2/3/19 10:14,6.34,5560000000000
Lake Jonathanshire,4/11/19 21:32,22.48,3510000000000
New Kimberlyborough,2/5/19 11:23,18.02,3980000000000
Jerryton,3/23/19 8:27,37.89,4280000000000
Joneschester,3/4/19 18:00,41.65,9830000000000
Lake Jonathanshire,2/16/19 1:49,17.58,3640000000000
Richardfort,1/3/19 1:06,5.32,3270000000000
Deanville,1/29/19 21:11,25.39,9620000000000
Richardfort,3/29/19 15:16,37.76,4800000000000
Royland,3/23/19 12:21,13.7,8510000000000
Jerryton,4/20/19 18:57,29.84,8130000000000
Lake Jonathanshire,1/17/19 13:15,28.42,6540000000000
Karenberg,4/24/19 12:57,34.67,7000000000000
Joneschester,2/17/19 10:04,10.52,3380000000000
Rogerston,2/27/19 3:58,27.4,6540000000000
North Jason,1/11/19 5:08,19.64,6880000000000
Reynoldsfurt,4/11/19 23:49,38.35,6520000000000
Rogerston,1/26/19 14:42,11.13,9120000000000
Grahamburgh,3/11/19 8:09,34.53,1670000000000
Lake Jonathanshire,1/21/19 9:48,22.36,2520000000000
Lake Danielberg,3/5/19 23:23,44.77,904000000000
Liumouth,1/30/19 8:51,22.9,2850000000000
West Gabriel,1/28/19 22:22,5.58,8440000000000
North Jason,1/24/19 1:46,40.15,6720000000000
West Robert,3/16/19 16:27,42.89,3370000000000
Huntermouth,1/24/19 17:07,42.36,2880000000000
Karenside,1/17/19 12:18,11.6,2900000000000
Karenberg,2/19/19 16:11,12.25,3870000000000
Amandaburgh,1/29/19 23:28,41.06,4300000000000
West Robert,2/18/19 11:51,44.97,342000000000
Pattyland,1/12/19 20:07,17.85,1720000000000
West Robert,2/19/19 0:53,40.64,5090000000000
Lake Jonathanshire,2/23/19 6:10,26.63,5370000000000
Raymondhaven,3/31/19 14:58,7.67,3680000000000
New Kimberlyborough,4/24/19 2:21,37.73,2210000000000
North Jasmine,5/8/19 7:29,18.55,5680000000000
Reynoldsfurt,2/9/19 17:49,21.02,6200000000000
West Anthony,3/8/19 10:33,41.3,1150000000000
West Christopherberg,1/30/19 8:11,16.85,7340000000000
Erikaland,2/11/19 3:01,35.89,1690000000000
Port Samanthamouth,2/2/19 1:57,39.28,2670000000000
New Jacobville,4/30/19 11:44,5.6,3980000000000
Huntermouth,3/27/19 11:50,22.64,9540000000000
Joneschester,3/19/19 1:52,42.74,4500000000000
Port Frank,1/15/19 7:42,30.93,8730000000000
Leahton,3/3/19 1:24,43.44,4290000000000
Raymondhaven,2/7/19 16:19,38.67,8350000000000
South Latoya,4/22/19 12:29,27.54,3390000000000
West Ericstad,3/4/19 12:31,43.98,6430000000000
Liumouth,4/12/19 2:27,10.53,8950000000000
Port Johnbury,4/25/19 0:15,10.26,2980000000000
Robertport,4/18/19 6:58,24.48,4270000000000
South Michelleport,4/27/19 11:18,27.89,355000000000
Grahamburgh,2/16/19 12:22,30.23,5120000000000
Liumouth,4/2/19 16:53,25.56,9540000000000
Grahamburgh,4/10/19 1:16,37.67,1450000000000
Rogerston,2/3/19 21:09,4.41,1720000000000
New Paulville,1/21/19 20:51,33.47,8220000000000
Liumouth,2/28/19 15:20,30.3,2080000000000
Port Frank,2/6/19 3:34,34.86,3940000000000
Loganberg,2/21/19 18:53,36.21,8540000000000
Karenside,3/21/19 23:26,26.69,7730000000000
West Angela,4/14/19 12:28,39.95,7950000000000
